Time [s], Analyzer Name, Decoded Protocol Result
3.577179660000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577187660000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577249540000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577257540000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577319260000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577327260000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577390140000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577398140000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577459940000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577467940000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577529340000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577537340000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577599740000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577607740000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577669320000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577677300000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577739840000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577747840000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577809460000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577817460000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577879340000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577887340000000,SPI,MOSI: 0x00;  MISO: 0x44
3.577948960000000,SPI,MOSI: 0x88;  MISO: 0x00
3.577956960000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578018480000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578026480000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578089440000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578097440000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578159740000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578167740000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578229340000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578237340000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578299020000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578307020000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578369660000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578377660000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578439480000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578447480000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578509280000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578517280000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578578660000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578586660000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578648360000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578656360000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578719620000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578727620000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578789500000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578797480000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578859540000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578867540000000,SPI,MOSI: 0x00;  MISO: 0x44
3.578929520000000,SPI,MOSI: 0x88;  MISO: 0x00
3.578937520000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579000040000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579008040000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579070020000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579078020000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579139940000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579147940000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579210120000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579218120000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579279840000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579287840000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579350360000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579358360000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579420200000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579428200000000,SPI,MOSI: 0x00;  MISO: 0x44
3.579491280000000,SPI,MOSI: 0x88;  MISO: 0x00
3.579499280000000,SPI,MOSI: 0x00;  MISO: 0x44
